id_livraison,id_commande,date_expedition,date_livraison,statut_livraison,transporteur
7082,7082,2022-03-05,2022-03-10,en cours,Seguin
7083,7083,2021-03-26,2021-03-27,en cours,Perrier Bonneau S.A.
7084,7084,2024-04-16,2024-04-23,en attente,Guillaume
7085,7085,2019-11-14,2019-11-15,en cours,Carre
7086,7086,2025-08-30,2025-09-02,livrée,Nguyen Robert SARL
7087,7087,2020-08-24,2020-08-25,livrée,Noël et Fils
7088,7088,2024-08-12,2024-08-16,en attente,Imbert SA
7089,7089,2025-02-20,2025-02-27,en cours,Goncalves S.A.R.L.
7090,7090,2020-12-22,2020-12-25,en attente,Lacroix
7091,7091,2024-04-07,2024-04-14,en cours,Morin S.A.R.L.
7092,7092,2023-03-22,2023-03-27,en cours,Marchand
7093,7093,2021-05-06,2021-05-10,en attente,Paul
7094,7094,2019-03-17,2019-03-21,en attente,David S.A.
7095,7095,2022-10-23,2022-10-29,livrée,Antoine
7096,7096,2020-03-04,2020-03-10,livrée,Collin et Fils
7097,7097,2020-01-23,2020-01-29,en attente,Lebreton
7098,7098,2023-11-04,2023-11-09,livrée,Marie
7099,7099,2022-10-28,2022-10-29,en cours,Boulay
7100,7100,2019-03-14,2019-03-15,livrée,Dias
7101,7101,2025-03-22,2025-03-24,en attente,Leblanc SARL
7102,7102,2023-11-23,2023-11-30,en cours,Gautier et Fils
7103,7103,2019-09-12,2019-09-18,en attente,Colas Arnaud S.A.
7104,7104,2021-06-30,2021-07-03,en cours,Morvan Ollivier S.A.R.L.
7105,7105,2021-07-30,2021-08-01,en attente,Dumas
7106,7106,2022-03-22,2022-03-24,en attente,Lévy
7107,7107,2020-02-14,2020-02-21,en attente,Renard S.A.S.
7108,7108,2021-09-13,2021-09-19,livrée,Le Roux Loiseau S.A.S.
7109,7109,2023-04-27,2023-05-01,en cours,Pelletier
7110,7110,2025-06-15,2025-06-21,en cours,Bazin S.A.R.L.
7111,7111,2025-01-27,2025-01-31,livrée,Guillot Legros et Fils
7112,7112,2021-04-28,2021-05-04,livrée,Bernier
7113,7113,2025-01-21,2025-01-28,en cours,Mahe Aubert S.A.R.L.
7114,7114,2021-12-18,2021-12-19,livrée,Bourdon et Fils
7115,7115,2020-04-21,2020-04-27,livrée,Prévost et Fils
7116,7116,2024-04-01,2024-04-05,livrée,Laurent Maillard S.A.R.L.
7117,7117,2024-09-03,2024-09-06,en attente,Gimenez
7118,7118,2024-07-30,2024-08-02,en attente,Guillon S.A.
7119,7119,2020-10-30,2020-11-05,en attente,Antoine Rémy S.A.
7120,7120,2023-11-27,2023-11-30,en attente,Joseph
7121,7121,2019-03-16,2019-03-18,livrée,Maréchal
7122,7122,2024-10-29,2024-11-05,en attente,Dos Santos S.A.R.L.
7123,7123,2024-03-08,2024-03-15,livrée,Traore
7124,7124,2021-08-15,2021-08-21,livrée,Germain S.A.R.L.
7125,7125,2022-04-09,2022-04-13,en attente,Guyon
7126,7126,2023-04-06,2023-04-09,en cours,Lamy S.A.S.
7127,7127,2019-04-19,2019-04-26,livrée,Regnier Roy et Fils
7128,7128,2024-08-06,2024-08-11,en attente,Chrétien
7129,7129,2023-10-22,2023-10-26,livrée,David et Fils
7130,7130,2023-03-04,2023-03-11,en cours,Cousin Ollivier S.A.
7131,7131,2019-01-05,2019-01-09,en cours,Meyer
7132,7132,2022-06-22,2022-06-25,en cours,Delaunay
7133,7133,2022-04-08,2022-04-10,en attente,Ferrand
7134,7134,2025-05-13,2025-05-16,en attente,Deschamps
7135,7135,2025-02-19,2025-02-23,livrée,Collin Renard S.A.
7136,7136,2020-02-25,2020-02-28,en cours,Bourgeois SA
7137,7137,2019-08-22,2019-08-23,en cours,Bourgeois
7138,7138,2021-07-18,2021-07-20,en attente,Leroy
7139,7139,2020-02-06,2020-02-08,en cours,Tessier et Fils
7140,7140,2020-04-11,2020-04-14,en cours,Barbe
7141,7141,2022-05-03,2022-05-09,en attente,Laurent Briand S.A.S.
7142,7142,2021-04-04,2021-04-11,en attente,Hervé S.A.R.L.
7143,7143,2020-07-10,2020-07-15,en cours,Simon
7144,7144,2024-03-13,2024-03-14,livrée,Becker et Fils
7145,7145,2022-10-25,2022-10-31,en cours,Brunet S.A.R.L.
7146,7146,2022-08-16,2022-08-19,en cours,Maillet S.A.S.
7147,7147,2020-04-13,2020-04-20,en cours,Labbé
7148,7148,2023-10-17,2023-10-20,en attente,Vaillant
7149,7149,2020-04-26,2020-05-02,en attente,Blanchard Navarro SA
7150,7150,2023-11-29,2023-12-06,en attente,Munoz Nicolas S.A.
7151,7151,2025-07-09,2025-07-13,en cours,Traore Robin et Fils
7152,7152,2023-04-10,2023-04-15,livrée,Le Gall Bourdon S.A.R.L.
7153,7153,2020-01-17,2020-01-21,en attente,Petitjean
7154,7154,2019-10-06,2019-10-09,en cours,Legendre
7155,7155,2020-05-29,2020-06-02,livrée,Marques
7156,7156,2024-12-06,2024-12-13,en cours,Bourdon
7157,7157,2019-06-11,2019-06-16,livrée,Fontaine
7158,7158,2022-02-04,2022-02-08,en attente,Vincent SA
7159,7159,2020-08-26,2020-08-31,en cours,Ferrand Guillon SA
7160,7160,2019-02-02,2019-02-09,en attente,Duval
7161,7161,2019-10-28,2019-10-31,en cours,Chevalier S.A.S.
7162,7162,2021-04-04,2021-04-06,livrée,Hoareau S.A.
7163,7163,2024-08-25,2024-08-27,livrée,Pasquier SARL
7164,7164,2023-02-01,2023-02-02,en attente,Jourdan
7165,7165,2020-01-20,2020-01-27,en attente,Simon
7166,7166,2020-03-04,2020-03-06,livrée,Deschamps et Fils
7167,7167,2024-07-27,2024-08-01,livrée,Bonneau
7168,7168,2021-09-26,2021-09-30,en cours,Besson
7169,7169,2021-11-01,2021-11-02,en attente,Bourgeois et Fils
7170,7170,2022-06-14,2022-06-19,en attente,Martineau
7171,7171,2020-04-21,2020-04-23,en attente,Renard Legendre S.A.S.
7172,7172,2021-10-26,2021-10-30,livrée,Renaud
7173,7173,2023-01-16,2023-01-21,en attente,Le Roux S.A.R.L.
7174,7174,2021-04-22,2021-04-26,en attente,Maillot
7175,7175,2020-12-19,2020-12-24,en cours,Morin SARL
7176,7176,2024-03-24,2024-03-27,livrée,Rousset
7177,7177,2024-06-05,2024-06-09,livrée,Camus Pons S.A.S.
7178,7178,2024-09-16,2024-09-20,livrée,Delmas S.A.S.
7179,7179,2022-12-13,2022-12-20,en cours,Camus Ramos S.A.S.
7180,7180,2022-06-15,2022-06-18,en cours,Langlois
7181,7181,2022-06-14,2022-06-17,livrée,Perrier SA
7182,7182,2025-03-03,2025-03-05,en cours,Bourdon Delorme S.A.S.
7183,7183,2021-12-03,2021-12-08,livrée,Adam
7184,7184,2019-07-12,2019-07-17,en attente,Perez
7185,7185,2020-06-11,2020-06-12,livrée,Renard
7186,7186,2022-06-29,2022-07-02,en attente,Chevallier
7187,7187,2019-12-28,2019-12-31,livrée,Ramos
7188,7188,2024-03-23,2024-03-30,en cours,Bruneau
7189,7189,2024-12-01,2024-12-06,en attente,Lesage SA
7190,7190,2024-10-16,2024-10-22,en attente,Leleu Mathieu S.A.
7191,7191,2023-11-18,2023-11-25,en cours,Poirier
7192,7192,2020-09-01,2020-09-02,en attente,Monnier
7193,7193,2024-10-20,2024-10-25,en attente,Rousset Laporte SARL
7194,7194,2023-10-06,2023-10-12,en attente,Garnier
7195,7195,2024-03-25,2024-03-26,en attente,Joubert
7196,7196,2022-01-17,2022-01-22,en attente,Arnaud S.A.
7197,7197,2025-05-04,2025-05-07,livrée,Picard
7198,7198,2019-07-05,2019-07-08,livrée,Berthelot
7199,7199,2020-06-02,2020-06-09,livrée,Klein
7200,7200,2024-10-18,2024-10-22,en attente,Mathieu SA
7201,7201,2022-08-22,2022-08-28,en cours,Diallo
7202,7202,2025-01-14,2025-01-18,livrée,Bourdon et Fils
7203,7203,2024-11-03,2024-11-06,livrée,Ollivier
7204,7204,2025-10-21,2025-10-28,en attente,Benard
7205,7205,2023-12-17,2023-12-20,livrée,Didier S.A.S.
7206,7206,2025-10-18,2025-10-19,en cours,Dumas Fabre SARL
7207,7207,2024-10-30,2024-11-04,en cours,Paul S.A.S.
7208,7208,2024-01-05,2024-01-07,livrée,Regnier SA
7209,7209,2022-11-06,2022-11-09,en attente,Pages Auger S.A.S.
7210,7210,2020-01-02,2020-01-07,en attente,Aubry SARL
7211,7211,2019-08-24,2019-08-28,en attente,Moreno
7212,7212,2022-01-02,2022-01-03,en attente,Guibert
7213,7213,2025-11-08,2025-11-11,en cours,Hamel
7214,7214,2025-08-27,2025-08-28,en attente,Humbert
7215,7215,2019-05-21,2019-05-23,en attente,Tanguy
7216,7216,2022-01-23,2022-01-26,en cours,Guibert
7217,7217,2022-08-05,2022-08-10,en cours,Masson
7218,7218,2019-12-01,2019-12-03,en attente,Lévêque
7219,7219,2021-01-20,2021-01-27,en attente,Blanchet Fontaine S.A.R.L.
7220,7220,2020-07-23,2020-07-27,livrée,Royer S.A.S.
7221,7221,2023-06-11,2023-06-17,en cours,Benoit Monnier S.A.R.L.
7222,7222,2024-11-30,2024-12-04,en cours,Vidal SARL
7223,7223,2024-01-28,2024-01-29,en cours,Ruiz
7224,7224,2022-05-06,2022-05-08,en attente,Maury Martinez SARL
7225,7225,2024-05-09,2024-05-11,livrée,Gomez Masse SARL
7226,7226,2019-03-19,2019-03-25,en cours,Laroche Dupuis S.A.
7227,7227,2025-09-18,2025-09-19,en attente,Bègue Berger et Fils
7228,7228,2020-06-16,2020-06-23,en attente,Bourdon
7229,7229,2023-03-29,2023-04-03,en cours,Bodin
7230,7230,2025-07-10,2025-07-17,en attente,Pons
7231,7231,2022-07-11,2022-07-13,en attente,Monnier
7232,7232,2023-01-20,2023-01-26,en cours,Rousseau
7233,7233,2025-11-20,2025-11-27,livrée,Albert
7234,7234,2021-05-01,2021-05-03,en attente,Lagarde Hernandez S.A.R.L.
7235,7235,2024-03-23,2024-03-29,livrée,Wagner Henry S.A.
7236,7236,2021-08-18,2021-08-25,livrée,Delaunay
7237,7237,2023-05-17,2023-05-18,en attente,Delmas
7238,7238,2022-09-07,2022-09-13,en cours,Aubert
7239,7239,2020-06-11,2020-06-14,livrée,Mace Leleu S.A.
7240,7240,2022-02-26,2022-03-03,livrée,Dupont Leclercq SA
7241,7241,2025-01-02,2025-01-04,en cours,Moreno
7242,7242,2024-04-03,2024-04-08,en cours,Lecoq
7243,7243,2021-02-16,2021-02-19,en attente,Boutin
7244,7244,2022-12-05,2022-12-10,livrée,Prévost S.A.S.
7245,7245,2021-07-11,2021-07-13,en attente,Rey Benard SA
7246,7246,2024-03-22,2024-03-23,en cours,Dumas S.A.
7247,7247,2022-07-08,2022-07-12,en cours,Renaud
7248,7248,2022-01-11,2022-01-15,en attente,Dias Delattre S.A.
7249,7249,2023-04-15,2023-04-21,en cours,Benoit
7250,7250,2025-07-13,2025-07-15,en attente,Lambert Lecoq S.A.S.
7251,7251,2023-04-21,2023-04-28,en cours,Gaillard et Fils
7252,7252,2025-01-16,2025-01-21,livrée,Vallée
7253,7253,2021-06-19,2021-06-24,en cours,Pinto SARL
7254,7254,2024-11-10,2024-11-12,en cours,Payet
7255,7255,2025-01-10,2025-01-16,en attente,Roussel
7256,7256,2021-04-11,2021-04-14,en cours,Alves SA
7257,7257,2021-10-23,2021-10-29,livrée,Charrier
7258,7258,2024-09-21,2024-09-23,livrée,Maury Delmas S.A.
7259,7259,2023-11-05,2023-11-06,livrée,Lecomte S.A.S.
7260,7260,2020-12-03,2020-12-10,en cours,Nguyen S.A.
7261,7261,2023-11-23,2023-11-29,livrée,Weber
7262,7262,2021-05-12,2021-05-15,livrée,Fernandez
7263,7263,2025-08-12,2025-08-19,livrée,Bègue
7264,7264,2025-03-02,2025-03-06,livrée,Girard SA
7265,7265,2019-10-14,2019-10-20,en attente,Jourdan
7266,7266,2023-03-22,2023-03-26,en cours,Le Goff
7267,7267,2024-08-23,2024-08-24,en attente,Pons S.A.S.
7268,7268,2020-12-20,2020-12-27,livrée,Camus S.A.S.
7269,7269,2022-04-01,2022-04-03,en cours,Grégoire
7270,7270,2023-02-14,2023-02-16,livrée,Huet Perez S.A.R.L.
7271,7271,2020-08-26,2020-08-29,en attente,Pascal S.A.
7272,7272,2019-05-27,2019-05-28,en attente,Potier SARL
7273,7273,2020-06-07,2020-06-14,en attente,Guillaume
7274,7274,2025-08-25,2025-08-31,livrée,Guillaume
7275,7275,2024-12-08,2024-12-15,livrée,Marchand Cohen S.A.R.L.
7276,7276,2019-05-03,2019-05-05,en attente,Martins
7277,7277,2023-01-24,2023-01-31,en attente,Martin Colas SA
7278,7278,2023-08-10,2023-08-14,en attente,Arnaud
7279,7279,2025-04-05,2025-04-07,en cours,Duval
7280,7280,2023-12-31,2024-01-03,livrée,Gros S.A.
7281,7281,2025-04-09,2025-04-14,en attente,Grenier
7282,7282,2025-10-25,2025-10-27,en attente,Moreno
7283,7283,2019-09-01,2019-09-06,livrée,Boutin Fernandez SA
7284,7284,2024-12-07,2024-12-12,livrée,Allard S.A.
7285,7285,2024-07-25,2024-07-28,en cours,Bernier Bouvier SA
7286,7286,2019-07-01,2019-07-07,livrée,Hernandez SA
7287,7287,2019-03-02,2019-03-07,en cours,Bègue
7288,7288,2020-03-13,2020-03-17,en attente,Peron
7289,7289,2019-11-21,2019-11-28,en attente,Leclercq S.A.S.
7290,7290,2019-01-16,2019-01-20,en cours,Hoarau SA
7291,7291,2020-12-08,2020-12-10,livrée,Marchal
7292,7292,2023-07-11,2023-07-12,en attente,Léger et Fils
7293,7293,2024-08-20,2024-08-27,en cours,Mendès
7294,7294,2024-03-24,2024-03-29,en attente,Hoareau S.A.R.L.
7295,7295,2021-02-27,2021-02-28,en attente,Gérard Klein S.A.
7296,7296,2023-03-21,2023-03-26,livrée,Seguin
7297,7297,2021-05-28,2021-05-31,en attente,Guyot
7298,7298,2025-10-01,2025-10-08,en attente,Bousquet
7299,7299,2020-10-09,2020-10-13,en cours,Pires
7300,7300,2019-07-05,2019-07-11,en cours,Clerc
7301,7301,2022-05-29,2022-05-31,en attente,Lefebvre S.A.R.L.
7302,7302,2022-02-25,2022-02-27,en cours,Foucher
7303,7303,2020-04-19,2020-04-23,en attente,Chauvet
7304,7304,2022-12-27,2023-01-01,en cours,Boutin S.A.R.L.
7305,7305,2019-05-01,2019-05-03,livrée,Renaud
7306,7306,2021-12-08,2021-12-13,livrée,Tessier
7307,7307,2023-08-31,2023-09-05,en cours,Evrard S.A.S.
7308,7308,2021-08-16,2021-08-23,en attente,Barbier
7309,7309,2024-05-31,2024-06-03,en attente,François SARL
7310,7310,2021-10-01,2021-10-05,en attente,Benoit S.A.R.L.
7311,7311,2024-12-19,2024-12-20,livrée,Perrier
7312,7312,2020-01-18,2020-01-20,en attente,Bousquet S.A.S.
7313,7313,2021-08-22,2021-08-28,livrée,Guibert et Fils
7314,7314,2020-07-08,2020-07-11,en cours,Becker
7315,7315,2021-02-25,2021-02-26,en attente,Alexandre Roux S.A.S.
7316,7316,2019-03-29,2019-04-01,en cours,Weber et Fils
7317,7317,2024-05-24,2024-05-26,en cours,Lesage
7318,7318,2022-04-24,2022-04-27,en cours,Turpin et Fils
7319,7319,2019-01-09,2019-01-12,en attente,Benoit Julien SA
7320,7320,2021-10-11,2021-10-16,en attente,Rolland
7321,7321,2025-01-02,2025-01-06,en cours,Pichon
7322,7322,2019-12-25,2019-12-27,en cours,Samson
7323,7323,2019-06-03,2019-06-09,livrée,Fouquet
7324,7324,2020-06-07,2020-06-09,en cours,Samson
7325,7325,2025-12-30,2026-01-03,en cours,Bertin SA
7326,7326,2023-04-13,2023-04-15,livrée,Lambert
7327,7327,2025-08-21,2025-08-24,en cours,Lefebvre Letellier SA
7328,7328,2019-04-02,2019-04-07,livrée,Hervé S.A.
7329,7329,2021-04-05,2021-04-06,livrée,Devaux Martinez et Fils
7330,7330,2024-08-22,2024-08-26,en cours,Payet Devaux SA
7331,7331,2020-09-12,2020-09-16,en cours,Delorme S.A.
7332,7332,2019-11-16,2019-11-17,livrée,Roux SA
7333,7333,2025-03-15,2025-03-18,livrée,Ribeiro SA
7334,7334,2020-05-08,2020-05-12,en attente,Mahe S.A.R.L.
7335,7335,2023-08-13,2023-08-15,en cours,Descamps S.A.R.L.
7336,7336,2020-12-01,2020-12-02,livrée,Bonnet Sanchez S.A.S.
7337,7337,2021-11-02,2021-11-04,en attente,Fernandez SARL
7338,7338,2020-07-22,2020-07-23,en cours,Monnier Clément SA
7339,7339,2020-11-17,2020-11-19,livrée,Gilbert S.A.S.
7340,7340,2022-01-20,2022-01-26,en attente,Chauvet
7341,7341,2020-12-10,2020-12-16,en attente,Dumas Brunet S.A.S.
7342,7342,2019-11-10,2019-11-12,en attente,Bourdon
7343,7343,2020-05-08,2020-05-11,en cours,Leclercq
7344,7344,2020-08-31,2020-09-04,en cours,Dias
7345,7345,2024-05-09,2024-05-13,en cours,Alves S.A.S.
7346,7346,2024-11-03,2024-11-08,en cours,Michaud
7347,7347,2023-09-22,2023-09-29,livrée,Maurice S.A.
7348,7348,2023-11-24,2023-11-30,en cours,Pineau
7349,7349,2024-09-10,2024-09-15,livrée,Fernandez S.A.
7350,7350,2024-04-04,2024-04-10,livrée,Aubry S.A.R.L.
7351,7351,2025-01-05,2025-01-11,livrée,Étienne
7352,7352,2020-12-23,2020-12-27,en attente,Merle
7353,7353,2021-10-05,2021-10-10,livrée,Lamy S.A.R.L.
7354,7354,2025-07-23,2025-07-27,en cours,Teixeira et Fils
7355,7355,2022-10-30,2022-11-05,en cours,Tessier et Fils
7356,7356,2020-09-25,2020-10-02,livrée,Pichon et Fils
7357,7357,2025-11-18,2025-11-25,en attente,Mace Guillet S.A.R.L.
7358,7358,2023-08-02,2023-08-08,en cours,Hoarau
7359,7359,2021-03-14,2021-03-15,en attente,Jean Meyer et Fils
7360,7360,2025-11-09,2025-11-12,livrée,Pascal
7361,7361,2023-01-20,2023-01-24,en cours,Tanguy Ledoux et Fils
7362,7362,2024-12-22,2024-12-23,en attente,Peltier
7363,7363,2023-06-27,2023-06-30,en attente,Renault
7364,7364,2020-05-17,2020-05-19,en cours,Bonnin
7365,7365,2022-03-09,2022-03-16,en cours,Pages Meyer et Fils
7366,7366,2020-04-21,2020-04-26,en attente,Renaud
7367,7367,2019-12-02,2019-12-08,en attente,Bertrand
7368,7368,2024-12-04,2024-12-05,en attente,Pascal
7369,7369,2021-03-05,2021-03-06,en cours,Moulin S.A.S.
7370,7370,2025-07-10,2025-07-14,en attente,Breton et Fils
7371,7371,2019-01-28,2019-02-02,en cours,Perez
7372,7372,2019-04-03,2019-04-07,en cours,Lenoir Lebrun SA
7373,7373,2023-06-21,2023-06-23,en cours,Gomez Schmitt S.A.R.L.
7374,7374,2024-04-05,2024-04-12,en cours,Barre Rémy S.A.
7375,7375,2022-12-05,2022-12-12,en attente,Renaud
7376,7376,2025-11-09,2025-11-11,en attente,Petit
7377,7377,2024-12-05,2024-12-11,en attente,Perez S.A.S.
7378,7378,2024-11-02,2024-11-09,livrée,Le Gall
7379,7379,2024-02-21,2024-02-22,livrée,Valette Pasquier SARL
7380,7380,2021-04-20,2021-04-22,en cours,Chrétien
7381,7381,2025-01-02,2025-01-04,en attente,Ferrand Gaudin S.A.
7382,7382,2021-08-14,2021-08-20,livrée,Léger S.A.S.
7383,7383,2024-06-17,2024-06-19,en attente,Lefebvre
7384,7384,2024-12-06,2024-12-11,en cours,Lefort Deschamps et Fils
7385,7385,2023-01-10,2023-01-12,en cours,Pages
7386,7386,2021-11-29,2021-12-01,livrée,Couturier SARL
7387,7387,2024-10-28,2024-11-03,en cours,Toussaint S.A.S.
7388,7388,2024-03-28,2024-04-01,livrée,Huet Fouquet SARL
7389,7389,2022-01-23,2022-01-28,livrée,Louis S.A.
7390,7390,2022-02-07,2022-02-11,en cours,Pineau Costa et Fils
7391,7391,2020-03-30,2020-04-06,en cours,Bazin
7392,7392,2021-02-07,2021-02-09,livrée,Verdier et Fils
7393,7393,2019-11-17,2019-11-19,en cours,Evrard
7394,7394,2023-05-09,2023-05-16,en cours,Fernandes SA
7395,7395,2019-05-16,2019-05-19,livrée,Paris
7396,7396,2023-07-02,2023-07-04,en attente,Alves Hernandez S.A.S.
7397,7397,2021-02-28,2021-03-03,en attente,Bousquet
7398,7398,2022-02-09,2022-02-12,en cours,Vallet S.A.S.
7399,7399,2025-03-04,2025-03-05,en attente,Humbert Couturier S.A.
7400,7400,2022-06-24,2022-06-30,en cours,Besson S.A.
7401,7401,2019-12-27,2020-01-01,en attente,Le Roux S.A.
7402,7402,2025-05-06,2025-05-11,livrée,Grondin Hebert S.A.S.
7403,7403,2025-06-13,2025-06-17,livrée,Leblanc
7404,7404,2021-12-07,2021-12-14,en attente,Barthelemy
7405,7405,2022-11-25,2022-11-28,en cours,Brunet Pottier SARL
7406,7406,2023-08-21,2023-08-28,livrée,Da Silva
7407,7407,2023-05-11,2023-05-15,livrée,Coste
7408,7408,2020-07-26,2020-07-28,en cours,Bonneau
7409,7409,2022-12-29,2023-01-04,en cours,Leroy Rousset SARL
7410,7410,2021-10-21,2021-10-25,livrée,Delmas
7411,7411,2020-02-23,2020-02-28,livrée,Alves
7412,7412,2023-04-23,2023-04-25,en attente,Lejeune
7413,7413,2025-11-11,2025-11-13,en cours,Peron Lefebvre S.A.
7414,7414,2023-06-17,2023-06-22,livrée,Gérard Mercier S.A.S.
7415,7415,2020-07-28,2020-08-01,en cours,Vincent
7416,7416,2025-08-03,2025-08-10,en cours,Lucas Le Goff SA
7417,7417,2022-08-24,2022-08-29,en attente,Didier
7418,7418,2020-06-18,2020-06-21,en attente,Petitjean Gros S.A.R.L.
7419,7419,2020-08-18,2020-08-23,en attente,Gonzalez
7420,7420,2024-03-20,2024-03-21,en cours,Neveu
7421,7421,2022-12-05,2022-12-06,en cours,Meunier Grégoire et Fils
7422,7422,2023-11-14,2023-11-16,en attente,Duhamel
7423,7423,2025-05-24,2025-05-27,en attente,Gallet
7424,7424,2023-03-05,2023-03-07,en attente,Lecoq
7425,7425,2022-07-30,2022-07-31,en attente,Martins Roux et Fils
7426,7426,2021-02-19,2021-02-21,en attente,Marchal Lelièvre SA
7427,7427,2025-01-16,2025-01-17,livrée,Colas
7428,7428,2020-09-08,2020-09-15,en cours,François Charpentier SARL
7429,7429,2020-12-16,2020-12-17,en attente,Da Silva
7430,7430,2020-05-21,2020-05-23,en cours,Boucher
7431,7431,2021-12-30,2022-01-01,en cours,Costa
7432,7432,2023-04-02,2023-04-06,livrée,Boutin
7433,7433,2022-04-26,2022-04-27,livrée,Didier SA
7434,7434,2025-09-06,2025-09-12,en attente,Baron
7435,7435,2019-11-14,2019-11-18,en cours,Leleu et Fils
7436,7436,2019-12-12,2019-12-18,livrée,Turpin Joubert S.A.S.
7437,7437,2019-08-25,2019-08-31,en cours,Blanchard
7438,7438,2022-06-21,2022-06-28,en cours,Thierry
7439,7439,2025-07-28,2025-08-01,en cours,Weber
7440,7440,2025-03-18,2025-03-21,en attente,Perrin
7441,7441,2021-12-10,2021-12-17,en cours,Becker
7442,7442,2024-12-10,2024-12-14,en cours,Chauveau Maillot S.A.
7443,7443,2019-10-31,2019-11-06,en attente,Blanchet Marty SA
7444,7444,2024-11-10,2024-11-11,en cours,Ramos et Fils
7445,7445,2021-06-24,2021-06-30,en cours,Marin
7446,7446,2021-05-07,2021-05-11,livrée,Boulanger
7447,7447,2023-09-06,2023-09-10,livrée,Buisson Delannoy S.A.
7448,7448,2019-04-15,2019-04-22,en cours,Raynaud
7449,7449,2025-08-08,2025-08-11,livrée,Joubert
7450,7450,2022-10-09,2022-10-13,en attente,Buisson
7451,7451,2022-05-04,2022-05-07,en attente,Hubert
7452,7452,2019-09-29,2019-10-04,livrée,Launay
7453,7453,2020-11-11,2020-11-15,livrée,Girard Teixeira S.A.
7454,7454,2024-01-19,2024-01-20,livrée,Hernandez
7455,7455,2024-06-26,2024-07-01,en cours,Robin Perrin et Fils
7456,7456,2021-07-20,2021-07-24,en cours,Carlier
7457,7457,2023-08-08,2023-08-14,en cours,Renaud et Fils
7458,7458,2019-10-13,2019-10-18,livrée,Guyot Becker SA
7459,7459,2022-10-05,2022-10-06,livrée,Boulanger
7460,7460,2019-09-08,2019-09-11,en cours,Charpentier
7461,7461,2022-12-10,2022-12-13,livrée,Marty
7462,7462,2024-03-27,2024-04-02,en attente,Fleury S.A.
7463,7463,2024-03-28,2024-04-03,en attente,Delannoy
7464,7464,2024-05-27,2024-05-30,en cours,Briand S.A.R.L.
7465,7465,2022-01-20,2022-01-21,en cours,Marie S.A.R.L.
7466,7466,2023-11-19,2023-11-20,en attente,Labbé Pelletier et Fils
7467,7467,2024-11-22,2024-11-27,livrée,Reynaud SA
7468,7468,2022-09-02,2022-09-09,en cours,Leconte Lopez S.A.
7469,7469,2025-11-21,2025-11-27,en cours,Morin Michaud S.A.
7470,7470,2020-01-24,2020-01-27,livrée,Royer S.A.
7471,7471,2023-07-14,2023-07-21,en attente,Raynaud
7472,7472,2023-05-11,2023-05-13,en cours,Gomes S.A.S.
7473,7473,2024-10-17,2024-10-23,livrée,Guilbert
7474,7474,2022-11-21,2022-11-24,en attente,Roy
7475,7475,2024-06-24,2024-06-29,livrée,Buisson Charles et Fils
7476,7476,2019-02-06,2019-02-07,livrée,Fouquet
7477,7477,2023-04-25,2023-04-27,en cours,Gérard
7478,7478,2021-10-28,2021-11-03,en attente,Prévost
7479,7479,2019-04-12,2019-04-17,en attente,Lelièvre
7480,7480,2019-12-23,2019-12-26,livrée,Roussel Morel SARL
7481,7481,2021-03-11,2021-03-13,en cours,Diallo
7482,7482,2025-01-10,2025-01-17,livrée,Lagarde Maurice SA
7483,7483,2022-03-15,2022-03-19,en attente,Techer Prévost SARL
7484,7484,2020-12-06,2020-12-10,en cours,Munoz S.A.S.
7485,7485,2023-08-01,2023-08-07,livrée,Caron Lamy S.A.R.L.
7486,7486,2021-05-16,2021-05-17,livrée,Fontaine
7487,7487,2023-11-17,2023-11-23,en attente,Potier et Fils
7488,7488,2020-10-01,2020-10-02,en cours,Gosselin S.A.S.
7489,7489,2022-12-24,2022-12-30,livrée,Lefort
7490,7490,2025-03-16,2025-03-18,livrée,Perrin
7491,7491,2025-08-05,2025-08-12,en cours,Boyer S.A.S.
7492,7492,2019-09-25,2019-09-28,en attente,Roche et Fils
7493,7493,2025-04-01,2025-04-08,livrée,Bertin Pascal et Fils
7494,7494,2019-07-15,2019-07-21,en cours,Bonneau
7495,7495,2024-01-05,2024-01-08,livrée,Rossi Olivier et Fils
7496,7496,2024-04-25,2024-04-28,en attente,Barthelemy Lefort et Fils
7497,7497,2023-02-25,2023-02-28,en attente,Leblanc
7498,7498,2019-01-13,2019-01-19,livrée,Colas De Oliveira S.A.R.L.
7499,7499,2022-11-06,2022-11-11,livrée,Hernandez S.A.
7500,7500,2023-02-26,2023-03-01,livrée,Lejeune et Fils
7501,7501,2025-05-04,2025-05-05,livrée,Delattre Chevalier S.A.S.
7502,7502,2019-03-21,2019-03-24,en cours,Baron Verdier et Fils
7503,7503,2020-03-17,2020-03-23,livrée,Vincent et Fils
7504,7504,2020-10-07,2020-10-11,en cours,Launay
7505,7505,2020-07-19,2020-07-20,en attente,Guérin SA
7506,7506,2022-05-23,2022-05-26,en attente,Brunet SARL
7507,7507,2019-12-24,2019-12-28,livrée,Blanchet SA
7508,7508,2025-08-30,2025-09-05,en attente,Morel Gomes S.A.
7509,7509,2025-04-24,2025-04-30,livrée,Schneider Muller S.A.
7510,7510,2019-01-24,2019-01-31,en cours,Guillon
7511,7511,2019-07-23,2019-07-28,en cours,Camus Cousin S.A.
7512,7512,2023-08-14,2023-08-16,livrée,Klein
