id_commande,id_client,date_commande,statut_commande,montant_total,mode_commande
6786,1141,2024-02-29,échouée,1849.4,web
6787,787,2021-12-04,en cours,1194.27,web
6788,2798,2020-08-22,échouée,904.44,web
6789,3380,2023-11-04,livrée,1491.62,web
6790,4160,2022-10-16,en cours,1121.83,web
6791,3023,2019-01-01,expédiée,1148.18,web
6792,2669,2023-03-13,échouée,271.92,web
6793,2348,2021-11-14,livrée,1021.38,mobile
6794,2139,2024-10-01,livrée,475.73,web
6795,3965,2020-01-30,en cours,519.95,web
6796,1077,2024-05-11,livrée,1561.07,web
6797,604,2025-07-14,livrée,673.33,web
6798,3159,2020-10-13,échouée,159.36,mobile
6799,5388,2022-10-13,échouée,650.53,web
6800,3870,2020-01-03,livrée,653.6,mobile
6801,1223,2023-10-19,en cours,1161.4,web
6802,5532,2019-07-26,en cours,143.15,web
6803,4911,2022-11-08,livrée,181.87,web
6804,5769,2025-04-24,expédiée,1616.99,mobile
6805,1644,2019-09-03,livrée,1988.72,web
6806,1388,2020-05-02,expédiée,113.01,web
6807,5655,2022-08-02,échouée,1770.15,web
6808,2565,2021-11-17,en cours,853.86,web
6809,3308,2023-10-26,échouée,843.08,mobile
6810,5474,2022-02-22,expédiée,1283.97,mobile
6811,25,2021-02-26,livrée,450.56,web
6812,4615,2019-12-05,en cours,895.67,mobile
6813,995,2023-03-23,livrée,302.63,web
6814,1994,2025-06-30,expédiée,83.18,web
6815,221,2021-06-01,en cours,242.77,mobile
6816,5124,2019-04-25,expédiée,1451.43,mobile
6817,5927,2019-09-16,livrée,1129.17,mobile
6818,2297,2022-12-30,livrée,1847.61,mobile
6819,4250,2025-10-08,échouée,1294.42,mobile
6820,4258,2020-11-09,en cours,1799.61,web
6821,5807,2019-01-27,échouée,1455.06,web
6822,4607,2019-05-19,livrée,1259.17,mobile
6823,387,2019-02-16,échouée,774.0,web
6824,2044,2024-10-20,livrée,903.24,web
6825,2373,2024-12-11,échouée,586.14,mobile
6826,3087,2020-04-02,expédiée,119.52,mobile
6827,1442,2022-11-08,livrée,1607.46,mobile
6828,851,2025-03-01,échouée,1895.41,web
6829,1725,2025-08-14,expédiée,1026.4,web
6830,446,2019-06-07,en cours,1156.59,mobile
6831,4798,2022-06-25,échouée,86.76,web
6832,3650,2024-05-22,livrée,1783.76,web
6833,2612,2023-03-28,expédiée,989.93,web
6834,339,2019-03-08,en cours,604.48,web
6835,1591,2023-07-13,échouée,1221.11,mobile
6836,4771,2023-01-13,échouée,589.29,mobile
6837,4452,2023-04-10,expédiée,1610.51,mobile
6838,4992,2019-06-10,livrée,1545.31,web
6839,26,2020-08-07,livrée,1044.38,web
6840,2808,2020-04-03,échouée,836.53,mobile
6841,4989,2020-08-18,livrée,213.55,mobile
6842,481,2024-04-16,expédiée,225.83,web
6843,2064,2019-08-01,échouée,951.49,web
6844,4344,2021-03-11,échouée,752.16,web
6845,4462,2024-07-30,livrée,842.93,web
6846,3089,2022-04-25,échouée,574.28,mobile
6847,3493,2021-01-15,échouée,1935.55,web
6848,4275,2021-05-06,échouée,735.22,web
6849,4174,2020-05-22,livrée,77.15,web
6850,549,2020-03-05,échouée,1641.55,web
6851,5353,2024-12-10,expédiée,583.87,mobile
6852,3508,2020-03-15,en cours,303.84,web
6853,2104,2019-03-03,livrée,1771.56,web
6854,5162,2025-12-22,échouée,1598.98,web
6855,2338,2020-05-17,livrée,1672.71,mobile
6856,3459,2025-12-06,en cours,402.18,mobile
6857,5193,2021-04-27,échouée,607.41,mobile
6858,161,2022-01-13,échouée,863.95,web
6859,524,2022-04-03,échouée,422.47,web
6860,5011,2021-10-02,en cours,1462.82,web
6861,5947,2019-07-10,expédiée,586.78,web
6862,4000,2020-02-01,en cours,1253.04,mobile
6863,4051,2020-03-02,échouée,1388.53,web
6864,1450,2024-05-20,livrée,385.1,mobile
6865,4957,2025-07-18,livrée,88.14,mobile
6866,3177,2024-07-26,en cours,1596.69,mobile
6867,3832,2023-07-14,livrée,1263.12,web
6868,4793,2019-06-25,expédiée,1144.39,web
6869,2366,2022-01-07,livrée,610.91,mobile
6870,597,2023-10-03,livrée,38.37,web
6871,2588,2019-01-07,expédiée,711.23,mobile
6872,3066,2022-06-20,livrée,755.28,web
6873,2468,2025-01-02,livrée,1818.38,web
6874,2569,2025-05-25,échouée,311.92,web
6875,3138,2019-02-04,en cours,518.69,mobile
6876,5993,2019-04-02,livrée,1871.91,mobile
6877,1458,2025-08-27,livrée,962.95,mobile
6878,4241,2020-09-07,en cours,1610.2,mobile
6879,1505,2024-04-08,en cours,1897.01,mobile
6880,1753,2025-10-04,livrée,409.35,mobile
6881,2627,2020-01-13,livrée,451.28,web
6882,2705,2023-10-09,expédiée,818.16,mobile
6883,3539,2023-11-21,échouée,353.72,mobile
6884,4897,2020-01-02,en cours,120.03,web
6885,325,2020-11-06,expédiée,428.48,mobile
6886,5929,2023-08-04,échouée,175.67,web
6887,3963,2025-03-28,en cours,405.06,web
6888,359,2025-07-15,livrée,1732.69,mobile
6889,1869,2023-05-03,livrée,1116.98,mobile
6890,2040,2021-04-26,livrée,596.69,web
6891,515,2025-05-02,expédiée,1778.79,mobile
6892,1177,2023-06-02,livrée,104.62,mobile
6893,5785,2019-05-30,livrée,954.15,mobile
6894,2275,2024-07-29,échouée,297.02,mobile
6895,1003,2022-10-23,en cours,565.26,web
6896,154,2020-07-13,expédiée,1477.43,mobile
6897,5506,2019-08-20,expédiée,520.94,web
6898,1504,2020-01-17,expédiée,1840.51,mobile
6899,4215,2025-05-16,échouée,361.82,mobile
6900,2743,2019-02-14,en cours,99.25,mobile
6901,2496,2020-11-29,échouée,1259.96,web
6902,2891,2020-12-24,expédiée,312.8,web
6903,5798,2022-09-10,livrée,945.38,mobile
6904,3933,2023-08-30,livrée,1114.77,mobile
6905,2420,2024-12-07,livrée,763.58,mobile
6906,5075,2022-10-12,en cours,1813.15,web
6907,5652,2024-08-26,en cours,1275.6,web
6908,5520,2022-05-17,échouée,621.54,mobile
6909,1843,2023-08-11,en cours,1347.97,mobile
6910,1629,2022-07-12,expédiée,1797.43,mobile
6911,5154,2025-01-16,expédiée,1348.89,web
6912,1995,2025-10-09,échouée,284.73,mobile
6913,824,2025-09-11,expédiée,20.91,web
6914,3073,2024-01-02,échouée,144.74,web
6915,3658,2024-06-17,en cours,618.86,web
6916,4579,2024-11-21,livrée,94.5,web
6917,4925,2022-11-08,échouée,1341.38,mobile
6918,4878,2023-10-19,échouée,1761.52,mobile
6919,126,2021-07-30,livrée,128.53,mobile
6920,2917,2021-11-20,en cours,825.28,mobile
6921,5790,2022-01-21,livrée,1068.32,web
6922,342,2024-11-30,en cours,1221.58,web
6923,2048,2023-02-22,échouée,1387.92,mobile
6924,2476,2019-07-11,livrée,655.2,mobile
6925,2850,2021-09-19,en cours,1483.43,web
6926,2261,2022-10-07,expédiée,893.65,web
6927,2262,2020-07-28,livrée,1873.27,mobile
6928,984,2024-10-08,échouée,1861.58,web
6929,3546,2022-11-17,échouée,1578.27,mobile
6930,1918,2025-04-10,en cours,633.8,mobile
6931,4201,2025-12-22,livrée,461.72,web
6932,1355,2022-12-02,échouée,982.19,mobile
6933,2864,2024-11-02,livrée,1666.12,web
6934,1864,2020-10-28,échouée,1515.05,mobile
6935,3366,2021-03-23,en cours,77.92,mobile
6936,1398,2024-04-26,en cours,656.78,mobile
6937,2906,2024-04-29,livrée,97.22,web
6938,663,2019-09-28,livrée,185.98,mobile
6939,4139,2019-01-08,échouée,1267.77,web
6940,3829,2024-12-10,échouée,1544.56,web
6941,2608,2020-02-11,expédiée,1829.56,web
6942,5780,2019-12-13,en cours,784.14,web
6943,2178,2025-01-30,livrée,1965.68,mobile
6944,2940,2024-12-25,livrée,1864.47,mobile
6945,3585,2023-12-27,échouée,992.19,mobile
6946,1677,2022-04-09,livrée,825.04,mobile
6947,4288,2022-08-12,livrée,790.37,mobile
6948,4501,2024-01-27,en cours,1757.61,mobile
6949,3970,2021-02-05,échouée,1284.55,mobile
6950,2184,2019-09-15,en cours,1866.32,mobile
6951,2286,2023-05-12,livrée,1967.18,mobile
6952,3106,2021-06-11,expédiée,1716.06,web
6953,5483,2024-01-31,en cours,1869.38,mobile
6954,4446,2020-09-09,expédiée,499.88,web
6955,5012,2019-07-11,expédiée,806.49,web
6956,439,2022-02-18,livrée,641.91,mobile
6957,706,2023-12-29,livrée,1883.04,mobile
6958,3774,2024-01-28,expédiée,906.46,mobile
6959,3236,2021-09-23,échouée,525.41,mobile
6960,287,2025-09-06,expédiée,1816.25,web
6961,2802,2025-11-03,livrée,1282.24,mobile
6962,1217,2025-06-27,en cours,1514.62,web
6963,320,2019-01-18,livrée,1780.03,mobile
6964,2745,2024-08-30,expédiée,1053.09,web
6965,5998,2022-07-28,expédiée,1068.37,mobile
6966,112,2022-10-26,livrée,1736.04,mobile
6967,786,2023-10-05,livrée,369.03,mobile
6968,1304,2024-03-22,échouée,934.88,web
6969,5167,2019-01-06,en cours,778.32,web
6970,3971,2025-03-19,livrée,46.93,mobile
6971,1118,2020-08-25,échouée,1105.0,mobile
6972,1408,2022-10-24,en cours,1617.25,mobile
6973,5925,2021-06-03,en cours,1648.38,web
6974,1272,2023-10-21,échouée,1182.17,web
6975,2846,2023-10-31,expédiée,453.65,mobile
6976,910,2022-02-20,expédiée,1880.63,mobile
6977,2315,2022-11-01,en cours,29.17,mobile
6978,5579,2021-10-25,livrée,295.61,mobile
6979,4138,2023-06-15,expédiée,1978.34,web
6980,772,2019-02-07,livrée,1059.0,web
6981,4479,2022-10-15,échouée,1983.14,web
6982,4105,2022-07-29,expédiée,1744.68,web
6983,5479,2022-08-19,expédiée,66.33,mobile
6984,4758,2024-08-06,expédiée,706.65,mobile
6985,2124,2020-09-22,échouée,867.26,mobile
6986,5179,2025-07-31,expédiée,811.72,mobile
6987,612,2022-01-04,en cours,1676.28,web
6988,1184,2022-07-19,en cours,1903.25,mobile
6989,1796,2020-07-27,livrée,1630.71,mobile
6990,5946,2024-04-25,échouée,1955.56,web
6991,2330,2025-08-08,échouée,931.44,mobile
6992,284,2023-08-01,en cours,552.68,web
6993,760,2019-04-14,expédiée,344.85,web
6994,4970,2019-08-15,expédiée,813.16,web
6995,53,2024-02-25,en cours,1772.42,web
6996,1209,2023-09-20,échouée,88.97,web
6997,1910,2021-03-18,échouée,1244.75,mobile
6998,2867,2021-05-16,échouée,386.36,web
6999,4091,2024-08-30,livrée,1108.91,web
7000,4888,2024-07-13,expédiée,1119.92,mobile
7001,1893,2021-08-16,en cours,833.58,mobile
7002,5051,2021-08-19,en cours,1348.56,mobile
7003,1570,2024-02-12,en cours,168.88,web
7004,4501,2022-12-04,échouée,965.88,web
7005,1691,2020-06-11,expédiée,406.43,mobile
7006,1003,2021-12-20,en cours,211.54,mobile
7007,4876,2020-12-12,expédiée,1729.38,web
7008,672,2022-03-10,en cours,27.35,mobile
7009,3797,2019-12-15,expédiée,1308.9,mobile
7010,4951,2025-10-15,livrée,194.8,mobile
7011,2151,2020-08-17,livrée,1603.64,mobile
7012,4761,2021-03-29,échouée,1537.59,mobile
7013,775,2023-11-16,en cours,1707.48,mobile
7014,5633,2023-11-30,en cours,1459.94,mobile
7015,2147,2021-01-23,expédiée,1416.71,mobile
7016,5044,2022-09-27,échouée,1706.96,web
7017,4724,2021-07-22,échouée,1454.27,mobile
7018,3093,2025-01-17,livrée,1407.99,mobile
7019,1003,2024-07-02,livrée,1949.26,mobile
7020,5731,2025-02-16,livrée,1618.94,web
7021,1631,2023-05-11,en cours,60.1,mobile
7022,5046,2024-12-20,livrée,649.97,mobile
7023,2277,2021-07-21,en cours,1723.95,web
7024,3861,2020-05-01,livrée,1714.75,mobile
7025,664,2023-05-11,livrée,1651.73,web
7026,2830,2019-08-26,livrée,1216.82,mobile
7027,791,2019-08-19,livrée,947.53,mobile
7028,433,2021-08-18,expédiée,633.69,web
7029,3034,2023-06-06,expédiée,1037.12,web
7030,5279,2023-12-20,en cours,1131.99,web
7031,49,2025-12-25,expédiée,108.44,web
7032,5069,2021-06-19,échouée,971.48,web
7033,1620,2022-10-09,échouée,1588.0,web
7034,5167,2024-10-20,échouée,1386.77,mobile
7035,1106,2019-05-09,échouée,567.5,web
7036,3768,2022-02-16,expédiée,1985.24,web
7037,187,2020-10-20,en cours,1415.69,web
7038,1069,2024-01-02,en cours,979.82,mobile
7039,1217,2024-08-08,échouée,1018.63,mobile
7040,1578,2021-08-26,livrée,891.25,mobile
7041,2976,2019-07-14,livrée,798.98,mobile
7042,1844,2021-03-21,livrée,879.94,web
7043,2287,2021-04-01,échouée,667.8,web
7044,791,2021-04-07,échouée,445.29,mobile
7045,5021,2024-08-16,échouée,185.59,web
7046,4994,2025-08-18,livrée,1194.64,mobile
7047,2907,2022-04-28,expédiée,1657.88,mobile
7048,4825,2025-11-14,expédiée,202.51,mobile
7049,2939,2021-03-02,livrée,1336.94,mobile
7050,4530,2024-06-10,livrée,1072.13,web
7051,1891,2025-07-30,expédiée,1418.98,web
7052,1021,2023-04-30,livrée,238.4,web
7053,777,2023-03-02,en cours,1562.89,web
7054,1751,2022-07-01,expédiée,20.72,mobile
7055,1869,2023-04-22,livrée,1920.91,mobile
7056,90,2023-07-05,en cours,1925.48,web
7057,3932,2025-06-22,en cours,312.05,web
7058,1741,2023-04-05,livrée,284.47,web
7059,1736,2025-09-29,échouée,423.13,mobile
7060,5431,2019-02-22,livrée,1400.9,web
7061,2786,2023-06-26,échouée,748.71,web
7062,2821,2023-01-21,échouée,1183.74,mobile
7063,3530,2025-04-05,en cours,1019.42,mobile
7064,1659,2020-12-11,livrée,1959.0,web
7065,3136,2023-01-17,échouée,609.5,mobile
7066,3290,2024-04-30,en cours,1963.95,web
7067,4163,2019-07-30,livrée,857.26,mobile
7068,3971,2021-05-22,échouée,416.06,web
7069,3737,2021-09-21,en cours,1740.65,mobile
7070,536,2021-09-12,échouée,1199.83,mobile
7071,1462,2025-02-18,en cours,1575.54,web
7072,3941,2024-07-22,échouée,124.32,web
7073,4485,2024-04-29,livrée,1863.72,web
7074,4841,2022-05-03,en cours,1387.32,mobile
7075,2974,2025-04-23,livrée,1157.37,web
7076,3604,2025-09-25,livrée,1599.96,mobile
7077,132,2025-01-11,échouée,1844.76,web
7078,2804,2020-05-22,livrée,983.8,web
7079,2176,2023-10-24,expédiée,967.12,web
7080,3794,2025-10-13,en cours,1959.04,mobile
7081,4589,2024-02-17,livrée,696.0,web
7082,710,2022-03-02,expédiée,108.18,web
7083,1911,2021-03-24,expédiée,975.58,web
7084,1872,2024-04-15,livrée,1840.12,web
7085,5193,2019-11-13,livrée,889.39,mobile
7086,258,2025-08-27,en cours,1088.52,mobile
7087,4594,2020-08-23,en cours,937.56,web
7088,1979,2024-08-11,échouée,498.9,web
7089,895,2025-02-19,en cours,27.34,web
7090,999,2020-12-21,échouée,501.66,web
7091,1172,2024-04-04,livrée,510.02,mobile
7092,3454,2023-03-21,expédiée,77.9,mobile
7093,414,2021-05-03,expédiée,1469.56,mobile
7094,3363,2019-03-17,livrée,1573.51,web
7095,3860,2022-10-21,livrée,87.05,web
7096,2316,2020-03-01,expédiée,1289.43,web
7097,5703,2020-01-22,échouée,995.97,mobile
7098,578,2023-11-02,en cours,490.84,mobile
7099,3836,2022-10-26,échouée,1429.06,web
7100,73,2019-03-11,expédiée,1567.31,web
7101,5850,2025-03-20,livrée,1968.62,mobile
7102,3553,2023-11-20,échouée,1560.37,web
7103,5159,2019-09-11,échouée,340.6,mobile
7104,3579,2021-06-30,livrée,1054.87,web
7105,708,2021-07-30,expédiée,648.39,web
7106,1665,2022-03-22,en cours,1757.56,web
7107,3878,2020-02-14,en cours,1965.89,mobile
7108,5095,2021-09-10,livrée,1422.85,mobile
7109,4728,2023-04-25,expédiée,695.45,mobile
7110,5029,2025-06-15,échouée,1631.35,web
7111,5141,2025-01-27,échouée,1400.31,mobile
7112,952,2021-04-28,en cours,1256.02,web
7113,2175,2025-01-18,expédiée,1849.59,web
7114,1104,2021-12-18,échouée,1682.85,mobile
7115,621,2020-04-20,en cours,1903.29,web
7116,5683,2024-03-30,livrée,42.3,mobile
7117,1961,2024-08-31,expédiée,1013.98,mobile
7118,5207,2024-07-30,livrée,1766.12,mobile
7119,5770,2020-10-27,en cours,707.25,web
7120,1686,2023-11-26,livrée,941.59,web
7121,864,2019-03-16,en cours,249.13,mobile
7122,5783,2024-10-26,en cours,1770.3,mobile
7123,1258,2024-03-05,en cours,1330.25,mobile
7124,1880,2021-08-13,en cours,617.72,mobile
7125,3730,2022-04-09,en cours,1918.62,web
7126,2422,2023-04-03,expédiée,316.47,mobile
7127,2138,2019-04-18,échouée,1682.54,web
7128,4648,2024-08-05,livrée,266.43,web
7129,5696,2023-10-19,en cours,898.35,mobile
7130,911,2023-03-04,en cours,1526.11,mobile
7131,4296,2019-01-02,expédiée,913.12,mobile
7132,1639,2022-06-19,livrée,1823.37,mobile
7133,4420,2022-04-05,échouée,43.18,mobile
7134,4953,2025-05-12,en cours,573.29,mobile
7135,230,2025-02-19,en cours,913.06,web
7136,1918,2020-02-23,échouée,1720.02,web
7137,680,2019-08-22,livrée,513.75,mobile
7138,870,2021-07-18,expédiée,1818.93,mobile
7139,317,2020-02-06,échouée,1986.21,mobile
7140,3802,2020-04-11,expédiée,1710.38,web
7141,1483,2022-04-30,livrée,1612.58,web
7142,5771,2021-04-04,expédiée,1710.52,mobile
7143,1989,2020-07-10,échouée,796.93,mobile
7144,3594,2024-03-12,en cours,540.34,mobile
7145,4133,2022-10-23,échouée,1947.76,mobile
7146,3762,2022-08-13,expédiée,1296.39,mobile
7147,5765,2020-04-12,livrée,809.79,mobile
7148,1476,2023-10-17,expédiée,151.68,mobile
7149,838,2020-04-26,expédiée,479.31,mobile
7150,4111,2023-11-29,expédiée,1511.15,web
7151,520,2025-07-09,en cours,927.64,mobile
7152,4108,2023-04-09,livrée,249.26,web
7153,2388,2020-01-14,livrée,251.14,web
7154,3029,2019-10-04,livrée,1581.08,mobile
7155,3679,2020-05-26,livrée,555.95,mobile
7156,3744,2024-12-06,livrée,299.6,mobile
7157,5993,2019-06-10,expédiée,802.9,mobile
7158,1740,2022-02-02,échouée,875.8,web
7159,4075,2020-08-25,expédiée,730.16,mobile
7160,3552,2019-02-01,échouée,1610.08,mobile
7161,5358,2019-10-27,en cours,869.8,mobile
7162,2614,2021-04-04,échouée,89.63,mobile
7163,149,2024-08-22,échouée,1397.8,mobile
7164,5314,2023-02-01,livrée,293.68,web
7165,5580,2020-01-19,échouée,422.14,web
7166,8,2020-03-01,livrée,277.76,web
7167,3553,2024-07-27,échouée,1310.72,mobile
7168,2304,2021-09-23,livrée,995.69,web
7169,3948,2021-11-01,échouée,1814.82,mobile
7170,2257,2022-06-11,en cours,289.61,web
7171,4343,2020-04-19,échouée,1337.48,mobile
7172,3162,2021-10-25,livrée,989.17,web
7173,4353,2023-01-13,livrée,1294.33,mobile
7174,4259,2021-04-22,échouée,1729.13,web
7175,2663,2020-12-19,échouée,249.48,web
7176,5001,2024-03-23,expédiée,1461.45,mobile
7177,2892,2024-06-04,expédiée,1075.4,mobile
7178,3443,2024-09-13,échouée,1025.89,web
7179,2232,2022-12-11,livrée,498.87,web
7180,4697,2022-06-13,livrée,1498.72,web
7181,2538,2022-06-13,échouée,1047.49,web
7182,516,2025-02-28,expédiée,1385.08,web
7183,1251,2021-12-01,échouée,1635.07,mobile
7184,5649,2019-07-10,expédiée,1953.57,mobile
7185,5651,2020-06-08,échouée,943.97,mobile
7186,848,2022-06-26,livrée,42.69,web
7187,4944,2019-12-25,livrée,1965.35,web
7188,1100,2024-03-20,échouée,956.08,mobile
7189,4406,2024-11-28,échouée,249.92,mobile
7190,4442,2024-10-13,en cours,1634.03,mobile
7191,1876,2023-11-16,échouée,1093.26,web
7192,5989,2020-08-29,échouée,1407.84,web
7193,135,2024-10-19,livrée,869.96,mobile
7194,1138,2023-10-05,échouée,1545.63,web
7195,3654,2024-03-24,en cours,641.52,web
7196,1331,2022-01-15,expédiée,299.69,mobile
7197,3473,2025-05-04,en cours,45.56,web
7198,5724,2019-07-02,échouée,938.6,mobile
7199,1151,2020-05-31,en cours,457.82,mobile
7200,3592,2024-10-15,livrée,582.49,mobile
7201,1527,2022-08-20,en cours,617.9,mobile
7202,2104,2025-01-11,livrée,1644.51,mobile
7203,2786,2024-11-03,livrée,646.63,mobile
7204,4984,2025-10-20,livrée,1877.25,web
7205,4001,2023-12-15,échouée,1768.65,web
7206,3094,2025-10-16,livrée,1730.96,web
7207,2488,2024-10-29,expédiée,629.48,mobile
7208,1837,2024-01-03,expédiée,1473.32,mobile
7209,521,2022-11-03,en cours,36.76,web
7210,1094,2020-01-02,expédiée,1618.5,web
7211,1682,2019-08-21,échouée,1526.04,web
7212,5588,2022-01-02,livrée,231.15,mobile
7213,3208,2025-11-07,livrée,1814.57,web
7214,2024,2025-08-24,livrée,1598.31,web
7215,4711,2019-05-18,échouée,316.25,mobile
7216,4625,2022-01-21,en cours,1438.5,web
7217,3630,2022-08-04,livrée,1366.7,web
7218,4119,2019-11-29,en cours,1540.73,mobile
7219,5139,2021-01-19,en cours,1741.79,mobile
7220,4674,2020-07-20,en cours,1746.12,mobile
7221,5142,2023-06-09,échouée,372.9,mobile
7222,2624,2024-11-29,expédiée,1568.02,mobile
7223,4629,2024-01-25,livrée,1771.2,mobile
7224,5114,2022-05-05,en cours,100.04,mobile
7225,5414,2024-05-08,échouée,1782.47,web
7226,585,2019-03-19,expédiée,842.34,web
7227,5128,2025-09-18,en cours,1900.26,mobile
7228,973,2020-06-14,livrée,1658.24,mobile
7229,881,2023-03-29,expédiée,1543.13,web
7230,1669,2025-07-10,échouée,560.02,mobile
7231,2635,2022-07-08,en cours,79.39,mobile
7232,3660,2023-01-18,échouée,1855.51,mobile
7233,764,2025-11-18,expédiée,1628.55,mobile
7234,4427,2021-04-29,expédiée,498.55,mobile
7235,5362,2024-03-20,échouée,118.52,mobile
7236,1031,2021-08-16,expédiée,843.25,web
7237,4547,2023-05-16,livrée,1148.84,web
7238,5045,2022-09-05,livrée,1407.9,mobile
7239,533,2020-06-11,échouée,248.1,mobile
7240,2083,2022-02-23,échouée,1042.3,web
7241,1294,2025-01-01,échouée,1883.29,web
7242,3826,2024-04-02,échouée,1209.98,web
7243,3126,2021-02-14,expédiée,1319.96,mobile
7244,3748,2022-12-03,échouée,1672.61,mobile
7245,3834,2021-07-11,livrée,1778.78,web
7246,1338,2024-03-20,livrée,513.51,mobile
7247,5592,2022-07-06,livrée,489.96,web
7248,297,2022-01-08,échouée,82.66,web
7249,4481,2023-04-13,échouée,1253.59,web
7250,2559,2025-07-12,en cours,549.38,web
7251,1326,2023-04-21,expédiée,277.22,web
7252,3161,2025-01-13,en cours,293.22,web
7253,777,2021-06-18,échouée,417.26,mobile
7254,3726,2024-11-07,échouée,860.06,web
7255,4101,2025-01-10,expédiée,1972.68,mobile
7256,616,2021-04-11,échouée,911.96,web
7257,3839,2021-10-21,livrée,861.17,web
7258,3992,2024-09-19,expédiée,418.95,web
7259,4023,2023-11-04,échouée,1677.81,mobile
7260,5785,2020-11-30,en cours,1399.92,mobile
7261,5777,2023-11-21,expédiée,1737.03,web
7262,2432,2021-05-12,échouée,894.48,web
7263,2467,2025-08-12,échouée,617.75,mobile
7264,5538,2025-03-01,livrée,1611.14,web
7265,450,2019-10-14,échouée,103.42,web
7266,1958,2023-03-22,expédiée,1461.84,mobile
7267,921,2024-08-23,échouée,452.25,mobile
7268,1138,2020-12-20,en cours,1604.25,mobile
7269,4743,2022-03-29,échouée,340.64,mobile
7270,5247,2023-02-12,livrée,136.8,mobile
7271,3108,2020-08-26,livrée,938.44,web
7272,4213,2019-05-27,expédiée,1811.54,web
7273,5795,2020-06-05,livrée,1742.72,mobile
7274,3484,2025-08-23,en cours,1328.74,web
7275,4052,2024-12-08,expédiée,180.76,web
7276,5228,2019-05-02,expédiée,1695.12,mobile
7277,4760,2023-01-24,expédiée,581.54,web
7278,667,2023-08-07,livrée,407.29,web
7279,5614,2025-04-02,livrée,1971.98,mobile
7280,1880,2023-12-31,expédiée,854.8,mobile
7281,3694,2025-04-09,livrée,59.7,mobile
7282,5487,2025-10-23,livrée,1998.75,mobile
7283,5426,2019-09-01,en cours,1062.73,web
7284,916,2024-12-07,expédiée,1088.16,mobile
7285,553,2024-07-23,livrée,214.56,mobile
7286,2120,2019-06-30,livrée,748.03,web
7287,2493,2019-02-28,expédiée,1706.96,mobile
7288,2844,2020-03-13,livrée,1375.81,mobile
7289,4763,2019-11-21,en cours,91.5,web
7290,1969,2019-01-14,expédiée,160.95,mobile
7291,144,2020-12-06,échouée,764.09,mobile
7292,3973,2023-07-10,échouée,35.58,web
7293,3958,2024-08-17,en cours,1432.2,web
7294,4406,2024-03-22,livrée,109.55,mobile
7295,4731,2021-02-27,expédiée,469.48,web
7296,3523,2023-03-18,en cours,1664.91,web
7297,4977,2021-05-28,livrée,705.47,mobile
7298,5163,2025-09-28,livrée,1253.4,mobile
7299,5770,2020-10-09,échouée,384.97,web
7300,685,2019-07-03,en cours,1099.59,mobile
7301,673,2022-05-26,livrée,1424.8,web
7302,2811,2022-02-23,échouée,1842.97,web
7303,4351,2020-04-17,échouée,487.5,web
7304,318,2022-12-24,en cours,242.11,mobile
7305,5321,2019-04-30,livrée,428.91,web
7306,5745,2021-12-07,échouée,770.42,mobile
7307,4345,2023-08-31,expédiée,573.97,mobile
7308,5062,2021-08-13,échouée,1764.07,mobile
7309,740,2024-05-28,en cours,1852.27,web
7310,1535,2021-09-30,expédiée,1201.49,web
7311,2910,2024-12-19,en cours,166.88,web
7312,2790,2020-01-17,échouée,809.53,mobile
7313,5829,2021-08-19,échouée,797.53,web
7314,5539,2020-07-05,en cours,465.75,web
7315,1360,2021-02-24,expédiée,498.18,mobile
7316,4134,2019-03-26,en cours,925.1,web
7317,805,2024-05-21,livrée,1591.22,web
7318,779,2022-04-24,échouée,1546.95,web
7319,5942,2019-01-08,échouée,1193.36,web
7320,1060,2021-10-10,expédiée,810.71,mobile
7321,218,2025-01-02,expédiée,167.09,web
7322,5561,2019-12-23,en cours,730.5,mobile
7323,4392,2019-06-02,expédiée,1720.99,web
7324,5446,2020-06-07,échouée,587.43,mobile
7325,1399,2025-12-28,échouée,418.6,web
7326,2982,2023-04-12,livrée,1825.17,web
7327,5434,2025-08-20,en cours,708.95,mobile
7328,367,2019-04-02,expédiée,1985.2,mobile
7329,3437,2021-04-04,expédiée,429.8,mobile
7330,4750,2024-08-21,expédiée,688.43,mobile
7331,5029,2020-09-12,livrée,666.81,web
7332,4623,2019-11-15,expédiée,1746.01,mobile
7333,1198,2025-03-12,livrée,827.9,web
7334,805,2020-05-07,en cours,1529.01,mobile
7335,676,2023-08-10,livrée,1962.21,web
7336,41,2020-11-28,échouée,842.41,web
7337,529,2021-10-31,échouée,1171.16,mobile
7338,623,2020-07-21,livrée,438.51,web
7339,3514,2020-11-15,en cours,1601.31,web
7340,1721,2022-01-19,expédiée,669.11,mobile
7341,3336,2020-12-10,en cours,281.71,web
7342,2818,2019-11-08,en cours,1358.07,mobile
7343,5369,2020-05-08,livrée,1143.16,web
7344,1802,2020-08-28,livrée,1881.37,web
7345,4027,2024-05-06,échouée,1397.71,web
7346,389,2024-11-03,livrée,1769.58,mobile
7347,3999,2023-09-20,livrée,736.39,web
7348,924,2023-11-22,échouée,184.37,web
7349,3094,2024-09-10,livrée,1372.18,mobile
7350,3071,2024-04-04,livrée,1880.07,web
7351,5195,2025-01-05,livrée,1283.59,web
7352,4292,2020-12-20,échouée,512.76,web
7353,2668,2021-10-03,expédiée,879.15,web
7354,3533,2025-07-23,en cours,807.7,mobile
