id_article_commande,id_commande,id_produit,quantite,prix_unitaire
25944,8606,963,2,431.1
25945,8607,425,1,171.48
25946,8608,1264,1,215.11
25947,8608,844,7,434.05
25948,8609,958,8,236.81
25949,8609,1005,7,52.69
25950,8609,1186,6,476.8
25951,8609,913,6,167.48
25952,8610,730,6,376.03
25953,8611,489,10,350.97
25954,8612,443,1,499.99
25955,8612,1483,5,432.99
25956,8612,1371,9,12.52
25957,8613,1237,4,199.68
25958,8613,1174,8,189.43
25959,8613,350,1,91.91
25960,8613,695,2,283.25
25961,8614,287,10,161.06
25962,8614,1364,3,303.65
25963,8614,1222,4,156.65
25964,8615,476,9,205.12
25965,8616,1067,6,432.89
25966,8616,716,1,411.39
25967,8616,965,2,358.36
25968,8617,654,8,33.77
25969,8618,642,1,360.08
25970,8618,927,5,129.62
25971,8618,1128,6,386.85
25972,8618,679,5,443.8
25973,8619,82,4,52.82
25974,8619,1205,8,37.53
25975,8619,451,1,19.22
25976,8619,16,6,71.46
25977,8619,797,3,468.94
25978,8620,25,9,470.9
25979,8620,1439,2,287.0
25980,8621,369,6,189.28
25981,8621,1199,4,94.89
25982,8621,1377,8,28.96
25983,8621,964,1,144.67
25984,8621,1220,8,130.8
25985,8622,949,7,331.41
25986,8622,1394,4,300.75
25987,8622,1336,4,349.19
25988,8622,1276,9,33.04
25989,8622,1112,4,379.77
25990,8623,207,7,319.71
25991,8624,836,9,234.13
25992,8625,128,1,155.97
25993,8625,798,5,268.55
25994,8625,1255,3,456.3
25995,8626,124,1,325.9
25996,8626,1254,2,158.18
25997,8627,91,1,36.55
25998,8627,604,5,453.33
25999,8628,409,1,179.01
26000,8628,987,9,224.54
26001,8629,1283,2,480.82
26002,8630,390,8,477.31
26003,8630,1092,9,433.44
26004,8631,132,8,379.86
26005,8631,766,7,82.92
26006,8632,756,10,409.81
26007,8632,330,10,448.67
26008,8633,851,9,231.19
26009,8633,264,2,262.38
26010,8634,1326,6,331.3
26011,8634,534,5,481.11
26012,8635,783,9,308.0
26013,8636,197,7,220.35
26014,8636,727,7,342.55
26015,8636,1290,5,234.16
26016,8636,311,5,44.21
26017,8636,1460,4,351.54
26018,8637,876,5,51.07
26019,8637,1409,3,448.61
26020,8637,873,8,181.81
26021,8637,7,7,57.62
26022,8638,513,2,32.84
26023,8639,548,9,379.69
26024,8640,1345,8,84.1
26025,8640,1117,2,466.67
26026,8640,530,5,141.71
26027,8641,1011,3,450.71
26028,8641,696,6,279.43
26029,8642,1053,6,223.66
26030,8642,305,4,367.79
26031,8642,972,1,305.17
26032,8642,436,2,259.99
26033,8643,163,5,72.18
26034,8643,1181,1,106.52
26035,8643,581,9,206.15
26036,8644,532,10,156.53
26037,8644,1240,9,114.5
26038,8644,730,7,83.37
26039,8644,766,9,49.92
26040,8644,1374,9,25.95
26041,8645,1202,9,341.51
26042,8645,332,6,107.91
26043,8645,453,3,40.81
26044,8645,1213,4,250.59
26045,8646,1499,10,326.63
26046,8646,132,10,80.26
26047,8646,265,2,164.42
26048,8647,487,2,264.73
26049,8647,1380,10,262.13
26050,8647,1051,7,442.89
26051,8647,1345,8,25.62
26052,8648,532,5,107.53
26053,8648,274,10,499.53
26054,8649,676,2,60.28
26055,8650,43,2,97.21
26056,8650,1329,9,279.18
26057,8651,397,10,29.61
26058,8651,420,4,143.76
26059,8652,1019,5,108.57
26060,8652,976,6,445.32
26061,8652,13,4,179.79
26062,8652,1304,2,479.55
26063,8652,1373,5,132.09
26064,8653,792,4,35.63
26065,8653,1278,1,79.81
26066,8653,663,8,388.81
26067,8654,308,9,416.02
26068,8654,575,6,147.53
26069,8654,69,6,437.67
26070,8654,964,6,307.06
26071,8655,879,6,100.05
26072,8655,901,9,34.39
26073,8656,418,5,486.26
26074,8656,1280,8,330.66
26075,8656,1090,9,232.14
26076,8657,605,3,328.96
26077,8657,1358,8,198.36
26078,8657,62,9,153.52
26079,8657,1011,7,9.76
26080,8657,1431,1,468.9
26081,8658,362,5,247.13
26082,8658,1337,8,279.29
26083,8658,455,9,389.72
26084,8658,1073,6,238.2
26085,8659,1068,3,257.99
26086,8659,306,2,206.94
26087,8660,363,3,295.09
26088,8660,512,7,393.16
26089,8661,208,5,315.0
26090,8661,1175,1,473.06
26091,8661,312,5,169.31
26092,8662,1152,2,284.31
26093,8662,323,4,357.44
26094,8662,11,9,147.84
26095,8663,1271,5,222.34
26096,8664,958,9,419.71
26097,8665,181,9,478.29
26098,8665,806,3,213.9
26099,8665,1141,5,140.18
26100,8665,950,1,78.8
26101,8665,324,2,194.57
26102,8666,215,9,448.97
26103,8667,699,4,435.25
26104,8668,614,6,173.86
26105,8668,148,10,423.16
26106,8668,254,5,191.04
26107,8668,244,10,408.38
26108,8669,983,1,11.07
26109,8669,741,8,166.69
26110,8669,558,6,424.09
26111,8669,109,4,242.21
26112,8669,413,4,433.01
26113,8670,643,7,37.43
26114,8670,514,2,375.69
26115,8671,531,5,261.7
26116,8671,1057,5,485.51
26117,8671,426,9,293.95
26118,8672,207,10,325.05
26119,8672,1005,4,426.81
26120,8672,569,4,150.58
26121,8673,167,1,424.3
26122,8673,695,8,444.39
26123,8673,670,7,141.45
26124,8673,329,7,36.83
26125,8674,470,1,399.36
26126,8674,759,5,449.18
26127,8674,422,1,342.59
26128,8675,811,4,155.85
26129,8675,1298,4,400.6
26130,8675,114,10,259.66
26131,8675,70,4,215.35
26132,8675,789,5,344.49
26133,8676,868,2,412.55
26134,8676,344,9,300.41
26135,8676,748,5,402.61
26136,8677,1403,1,230.93
26137,8677,893,2,361.27
26138,8677,1302,9,218.26
26139,8677,391,9,420.09
26140,8677,621,7,434.44
26141,8678,1014,8,300.39
26142,8678,1058,1,60.69
26143,8678,1346,4,435.4
26144,8679,880,4,30.51
26145,8679,586,5,248.54
26146,8680,87,1,419.0
26147,8681,1482,9,100.38
26148,8682,611,3,200.08
26149,8683,542,1,387.45
26150,8683,853,10,457.95
26151,8683,945,10,276.71
26152,8683,1335,3,457.47
26153,8684,1434,9,256.94
26154,8684,343,7,381.0
26155,8684,1037,2,473.36
26156,8684,1124,9,286.64
26157,8685,304,10,281.27
26158,8686,1327,1,103.55
26159,8686,263,9,112.62
26160,8686,489,8,290.98
26161,8686,187,6,163.71
26162,8687,478,10,110.23
26163,8687,295,8,236.42
26164,8687,400,6,482.57
26165,8687,711,2,27.81
26166,8688,511,1,33.87
26167,8688,477,1,328.78
26168,8688,903,7,50.2
26169,8689,985,10,327.9
26170,8689,848,2,292.99
26171,8689,294,7,116.95
26172,8689,677,3,244.86
26173,8689,1031,2,229.94
26174,8690,846,2,128.86
26175,8690,1414,2,153.84
26176,8690,1088,9,331.09
26177,8691,1239,5,430.93
26178,8691,76,9,140.86
26179,8692,1457,2,350.74
26180,8692,696,2,76.74
26181,8692,705,5,315.86
26182,8692,1200,4,140.51
26183,8693,584,6,37.27
26184,8694,504,1,306.98
26185,8694,655,5,319.36
26186,8694,856,6,223.92
26187,8694,703,2,80.66
26188,8694,494,6,384.69
26189,8695,605,3,71.36
26190,8695,1295,3,328.31
26191,8695,65,2,386.2
26192,8696,234,1,341.79
26193,8696,977,2,473.66
26194,8696,1406,2,255.25
26195,8696,86,8,346.46
26196,8697,209,6,317.75
26197,8697,426,6,274.97
26198,8698,670,10,157.13
26199,8699,802,6,436.78
26200,8699,1261,6,410.87
26201,8699,1128,4,111.36
26202,8699,195,3,279.03
26203,8699,101,5,375.4
26204,8700,1267,6,81.9
26205,8700,691,3,99.53
26206,8700,1121,10,265.71
26207,8700,755,2,472.55
26208,8700,1058,7,495.36
26209,8701,1341,1,16.06
26210,8701,413,3,376.39
26211,8702,818,3,420.32
26212,8703,782,9,369.39
26213,8703,384,6,137.59
26214,8703,887,10,202.1
26215,8704,1369,1,311.97
26216,8704,226,8,5.34
26217,8705,565,1,299.12
26218,8705,1171,9,410.17
26219,8706,510,10,186.65
26220,8707,1446,6,379.19
26221,8708,300,7,398.23
26222,8708,151,4,7.78
26223,8709,531,10,260.34
26224,8710,503,9,178.65
26225,8710,401,9,395.15
26226,8710,344,2,147.62
26227,8710,1172,2,399.68
26228,8710,364,5,143.97
26229,8711,1385,3,288.38
26230,8711,1273,7,471.83
26231,8712,944,6,108.74
26232,8712,710,1,19.54
26233,8713,725,8,57.35
26234,8713,372,3,446.35
26235,8713,147,5,130.09
26236,8713,1230,2,347.6
26237,8714,838,5,95.83
26238,8714,535,4,480.85
26239,8714,1087,4,192.22
26240,8714,1496,3,475.93
26241,8715,63,10,347.4
26242,8715,269,5,129.37
26243,8715,1041,9,116.82
26244,8716,36,4,316.27
26245,8716,430,7,333.39
26246,8717,407,7,244.0
26247,8717,876,8,433.75
26248,8717,159,6,294.71
26249,8717,957,10,472.44
26250,8718,95,4,44.57
26251,8718,378,10,408.73
26252,8718,1340,5,140.77
26253,8719,43,9,176.49
26254,8719,968,4,405.81
26255,8719,119,1,30.79
26256,8719,1098,3,444.01
26257,8720,1346,9,478.51
26258,8720,472,5,215.88
26259,8720,982,5,332.45
26260,8721,279,5,315.55
26261,8721,1164,3,202.16
26262,8722,698,10,383.37
26263,8723,82,10,450.57
26264,8723,1218,4,300.91
26265,8723,487,2,228.63
26266,8723,220,3,287.19
26267,8724,160,2,151.17
26268,8724,799,4,166.13
26269,8724,91,9,124.19
26270,8724,74,1,284.65
26271,8725,526,10,374.24
26272,8725,930,10,290.25
26273,8725,1462,2,129.12
26274,8725,1396,6,259.23
26275,8725,1259,9,437.11
26276,8726,630,9,327.31
26277,8727,1130,3,82.5
26278,8727,464,3,427.89
26279,8727,1458,9,264.05
26280,8727,252,2,365.72
26281,8728,1312,4,312.86
26282,8728,88,8,413.25
26283,8728,659,10,71.54
26284,8728,842,4,471.0
26285,8729,695,8,149.83
26286,8729,1159,5,433.55
26287,8729,771,6,489.61
26288,8729,307,4,415.2
26289,8729,857,6,204.84
26290,8730,1161,6,183.36
26291,8730,92,4,273.51
26292,8730,1131,5,208.4
26293,8730,1266,9,177.68
26294,8731,560,3,150.67
26295,8731,690,1,24.85
26296,8731,1227,3,287.58
26297,8732,182,8,451.89
26298,8733,1143,5,372.66
26299,8733,769,4,135.68
26300,8733,1479,3,269.5
26301,8733,1037,4,279.79
26302,8733,930,4,293.69
26303,8734,873,2,232.14
26304,8734,1205,8,287.62
26305,8734,392,9,468.78
26306,8734,750,10,140.67
26307,8735,1213,4,124.63
26308,8735,780,3,452.31
26309,8735,17,8,307.02
26310,8735,230,10,462.01
26311,8735,1219,3,302.07
26312,8736,89,1,219.07
26313,8737,943,9,290.75
26314,8738,1107,1,206.14
26315,8738,1205,5,225.02
26316,8738,709,5,117.38
26317,8739,146,7,137.59
26318,8740,253,7,454.24
26319,8740,184,9,314.84
26320,8740,283,7,411.27
26321,8741,640,8,299.22
26322,8741,98,5,208.09
26323,8741,490,1,203.7
26324,8741,531,3,402.94
26325,8741,9,1,58.46
26326,8742,17,4,361.45
26327,8742,902,1,321.57
26328,8742,1422,10,436.86
26329,8743,112,10,407.3
26330,8743,298,7,348.32
26331,8743,309,9,140.41
26332,8744,583,1,184.59
26333,8745,811,4,365.45
26334,8745,461,1,291.05
26335,8746,145,1,173.33
26336,8746,749,10,181.4
26337,8746,186,4,97.85
26338,8746,609,6,205.06
26339,8747,180,10,18.28
26340,8747,556,10,303.75
26341,8748,745,6,208.47
26342,8748,282,9,354.59
26343,8748,755,9,355.48
26344,8748,876,5,486.25
26345,8748,815,5,497.73
26346,8749,1182,4,106.3
26347,8749,1026,7,183.27
26348,8750,558,4,421.18
26349,8750,576,4,441.39
26350,8751,433,2,408.62
26351,8751,923,9,33.41
26352,8752,1059,9,72.1
26353,8752,98,6,43.51
26354,8753,114,8,293.85
26355,8753,528,2,328.27
26356,8754,319,4,239.48
26357,8755,920,9,388.83
26358,8755,975,6,35.26
26359,8755,161,8,454.25
26360,8756,838,1,245.4
26361,8756,11,5,68.27
26362,8756,419,1,420.6
26363,8756,1208,7,344.79
26364,8756,1293,6,357.12
26365,8757,968,9,191.82
26366,8757,479,4,295.6
26367,8757,759,5,437.33
26368,8757,1454,2,28.8
26369,8757,264,1,452.73
26370,8758,957,7,154.05
26371,8758,332,1,458.2
26372,8758,1189,5,94.01
26373,8758,1187,5,400.3
26374,8759,652,2,67.09
26375,8759,830,4,91.63
26376,8759,1215,5,236.91
26377,8759,622,10,11.85
26378,8760,200,1,440.17
26379,8760,1328,2,168.22
26380,8760,161,8,256.62
26381,8761,787,5,233.7
26382,8761,673,1,375.04
26383,8761,1405,4,57.26
26384,8761,959,7,139.04
26385,8761,1287,6,339.04
26386,8762,522,3,309.07
26387,8762,529,6,254.05
26388,8762,1388,3,136.73
26389,8762,88,1,426.13
26390,8762,1413,2,230.14
26391,8763,752,5,115.88
26392,8763,1477,1,260.73
26393,8764,524,9,252.86
26394,8765,222,8,98.28
26395,8765,430,9,169.82
26396,8766,1088,7,110.45
26397,8766,142,5,42.44
26398,8766,62,6,333.57
26399,8766,933,4,15.46
26400,8767,589,8,9.26
26401,8767,580,4,143.95
26402,8767,312,4,499.96
26403,8767,1156,4,427.58
26404,8768,549,9,310.89
26405,8768,1495,6,362.08
26406,8769,1064,6,420.82
26407,8770,1022,2,398.7
26408,8770,75,4,141.92
26409,8770,1406,6,387.07
26410,8771,519,10,127.58
26411,8772,1463,2,209.66
26412,8772,156,6,204.95
26413,8772,367,7,352.18
26414,8773,326,10,481.53
26415,8773,135,7,139.87
26416,8773,347,2,273.48
26417,8773,481,9,424.68
26418,8773,673,4,22.97
26419,8774,642,1,89.12
26420,8774,1358,4,479.74
26421,8774,786,2,234.74
26422,8774,1419,2,395.94
26423,8774,1473,1,226.11
26424,8775,880,6,145.69
26425,8775,793,6,149.9
26426,8775,949,6,342.29
26427,8775,1114,10,386.25
26428,8776,992,4,461.49
26429,8776,119,4,147.34
26430,8777,73,2,470.6
26431,8777,699,4,487.2
26432,8777,111,7,74.24
26433,8777,387,10,61.75
26434,8777,758,2,399.92
26435,8778,495,7,64.82
26436,8779,964,10,360.4
26437,8779,1302,1,173.09
26438,8779,626,1,315.86
26439,8779,547,1,408.49
26440,8779,446,2,206.07
26441,8780,1446,8,104.62
26442,8781,324,9,350.86
26443,8781,667,6,339.92
26444,8782,516,7,343.79
26445,8782,1121,6,204.67
26446,8782,1239,10,499.34
26447,8782,505,8,273.65
26448,8782,349,1,185.5
26449,8783,1454,10,298.42
26450,8783,548,5,140.4
26451,8783,1212,3,377.44
26452,8784,71,10,289.69
26453,8785,1041,5,490.71
26454,8785,300,2,202.65
26455,8786,51,9,38.98
26456,8787,1273,10,447.86
26457,8788,566,8,217.16
26458,8788,1027,6,484.69
26459,8788,57,9,132.45
26460,8788,1045,2,343.61
26461,8788,607,2,390.6
26462,8789,1327,5,186.07
26463,8789,969,10,179.77
26464,8789,1217,9,327.33
26465,8789,694,7,192.69
26466,8789,1405,1,316.08
26467,8790,960,7,357.37
26468,8790,907,6,481.23
26469,8790,713,1,343.04
26470,8790,1374,2,341.25
26471,8790,1003,7,381.93
26472,8791,1400,6,127.8
26473,8791,665,10,443.17
26474,8791,1028,9,239.29
26475,8791,790,6,301.45
26476,8791,1358,5,415.33
26477,8792,1271,1,142.17
26478,8792,983,9,80.0
26479,8793,1202,3,14.68
26480,8793,1286,9,374.54
26481,8793,934,7,252.22
26482,8793,1161,1,171.0
26483,8794,869,5,186.55
26484,8794,758,7,182.61
26485,8794,1136,1,159.69
26486,8795,329,5,466.12
26487,8795,1275,10,204.41
26488,8795,488,1,131.44
26489,8796,964,4,100.63
26490,8796,1329,8,448.43
26491,8796,1384,1,189.55
26492,8797,801,1,312.47
26493,8797,25,5,293.0
26494,8797,215,1,61.72
26495,8798,436,8,414.68
26496,8799,865,7,56.67
26497,8799,538,6,371.25
26498,8799,1424,9,188.63
26499,8799,1462,1,157.98
26500,8799,268,2,284.26
26501,8800,471,4,457.89
26502,8800,1028,3,216.17
26503,8800,529,2,230.52
26504,8800,885,8,239.49
26505,8800,387,3,498.99
26506,8801,1410,7,104.76
26507,8801,833,5,461.35
26508,8801,1002,10,32.13
26509,8802,1500,4,123.66
26510,8802,7,7,222.76
26511,8803,1295,9,27.8
26512,8803,830,2,388.35
26513,8803,1443,3,104.51
26514,8803,167,2,295.2
26515,8803,688,10,299.3
26516,8804,1055,10,368.86
26517,8805,174,3,322.7
26518,8805,270,9,345.88
26519,8806,1034,9,19.5
26520,8806,667,3,93.91
26521,8806,1231,8,483.79
26522,8806,623,8,461.86
26523,8806,64,5,406.24
26524,8807,1148,8,368.55
26525,8807,1205,3,208.96
26526,8807,1214,9,357.64
26527,8807,1444,5,210.15
26528,8807,73,3,149.67
26529,8808,219,5,469.55
26530,8808,422,6,344.54
26531,8808,1275,6,358.07
26532,8808,1325,3,75.03
26533,8809,1139,7,256.95
26534,8809,652,4,41.81
26535,8809,1104,7,304.57
26536,8809,1222,3,29.74
26537,8809,668,7,402.55
26538,8810,1005,6,57.49
26539,8810,497,3,117.49
26540,8810,11,2,487.52
26541,8810,1343,2,359.59
26542,8811,864,1,52.57
26543,8811,1190,1,300.97
26544,8812,647,7,53.14
26545,8813,524,9,195.54
26546,8813,62,6,157.35
26547,8813,791,6,184.38
26548,8813,401,4,219.07
26549,8813,514,9,48.04
26550,8814,1271,4,444.0
26551,8814,1343,7,457.24
26552,8814,1500,6,327.57
26553,8814,700,6,72.46
26554,8815,719,9,100.78
26555,8815,772,10,455.0
26556,8815,670,8,448.65
26557,8815,1169,6,178.94
26558,8816,811,3,469.33
26559,8816,465,8,321.57
26560,8816,43,9,466.36
26561,8817,833,10,86.42
26562,8817,729,8,199.82
26563,8818,1296,1,408.86
26564,8818,1244,6,297.7
26565,8818,930,10,359.88
26566,8819,1382,10,71.52
26567,8820,959,9,288.87
26568,8820,179,10,360.61
26569,8821,168,5,146.84
26570,8821,1212,5,76.67
26571,8821,302,8,13.65
26572,8821,1211,2,352.41
26573,8822,159,6,25.44
26574,8823,471,2,128.67
26575,8823,872,4,403.56
26576,8823,1386,8,170.93
26577,8823,266,10,73.29
26578,8824,1044,7,108.51
26579,8824,190,1,279.94
26580,8824,1320,4,136.67
26581,8824,203,5,59.77
26582,8825,565,7,220.37
26583,8825,1177,2,138.69
26584,8826,1232,9,57.42
26585,8826,1026,9,307.33
26586,8827,1409,8,96.99
26587,8827,1465,6,489.5
26588,8827,754,1,207.59
26589,8828,382,3,126.51
26590,8828,1002,5,131.34
26591,8829,1377,9,164.84
26592,8829,303,7,148.37
26593,8829,1321,1,459.01
26594,8829,8,3,6.06
26595,8830,357,5,190.2
26596,8830,847,4,360.28
26597,8830,605,3,302.12
26598,8830,909,2,76.54
26599,8831,1166,3,145.52
26600,8832,1091,4,324.54
26601,8832,943,5,209.92
26602,8832,449,4,292.88
26603,8832,339,3,33.87
26604,8833,92,4,365.48
26605,8834,887,1,153.0
26606,8834,1301,10,130.67
26607,8834,96,7,44.53
26608,8834,1095,9,77.9
26609,8834,1282,3,421.2
26610,8835,720,1,17.36
26611,8835,189,8,262.81
26612,8835,843,9,244.75
26613,8836,619,4,426.95
26614,8836,137,7,94.39
26615,8836,442,7,170.13
26616,8836,1292,2,79.16
26617,8837,869,3,227.89
26618,8837,1052,3,187.16
26619,8837,1009,6,106.73
26620,8838,326,9,94.25
26621,8838,1481,6,457.9
26622,8838,42,10,403.54
26623,8838,967,3,392.37
26624,8838,539,7,257.24
26625,8839,169,4,458.63
26626,8840,407,4,33.19
26627,8840,464,4,397.45
26628,8841,634,2,146.52
26629,8841,399,6,28.07
26630,8841,1471,6,73.88
26631,8841,1464,1,255.37
26632,8842,358,9,172.21
26633,8842,1082,6,171.57
26634,8842,274,6,33.84
26635,8842,840,8,370.82
26636,8842,1312,8,345.32
26637,8843,975,4,314.88
26638,8844,664,8,360.29
26639,8844,1175,6,317.64
26640,8844,985,2,450.78
26641,8844,385,8,475.07
26642,8845,116,9,54.84
26643,8845,800,4,312.6
26644,8845,512,3,313.96
26645,8845,1013,5,92.02
26646,8845,1478,9,452.81
26647,8846,652,1,264.33
26648,8846,299,7,340.51
26649,8846,521,5,276.77
26650,8847,899,1,95.98
26651,8847,606,9,321.25
26652,8847,673,10,7.2
26653,8847,578,2,23.92
26654,8848,349,10,366.51
26655,8849,1499,2,161.38
26656,8850,822,5,287.76
26657,8850,781,4,76.76
26658,8850,1338,3,471.38
26659,8850,297,4,249.56
26660,8850,1001,7,159.58
26661,8851,962,10,97.01
26662,8851,445,9,378.24
26663,8851,489,1,103.1
26664,8851,1002,10,265.38
26665,8851,1444,6,433.69
26666,8852,913,10,300.13
26667,8852,1096,10,153.47
26668,8852,274,2,398.44
26669,8853,256,7,246.48
26670,8853,329,6,63.8
26671,8853,559,6,393.11
26672,8853,1051,2,136.59
26673,8854,1492,4,337.74
26674,8854,782,1,459.86
26675,8854,983,3,307.47
26676,8854,1390,4,207.11
26677,8855,383,9,360.44
26678,8855,1340,3,250.99
26679,8855,1012,6,389.1
26680,8855,812,7,103.58
26681,8856,1383,1,148.84
26682,8856,284,5,478.28
26683,8856,1234,9,263.7
26684,8857,117,10,136.84
26685,8857,1195,7,223.96
26686,8858,9,4,376.98
26687,8858,1431,8,20.63
26688,8858,1084,2,474.81
26689,8858,900,6,445.1
26690,8859,309,3,261.56
26691,8859,267,6,331.82
26692,8860,1190,2,117.93
26693,8860,782,7,342.79
26694,8860,140,4,400.94
26695,8860,1056,2,95.6
26696,8861,751,2,334.01
26697,8861,568,5,315.25
26698,8861,10,1,492.57
26699,8861,1436,7,162.62
26700,8861,908,8,378.8
26701,8862,836,7,366.61
26702,8862,1368,5,170.37
26703,8862,866,7,12.18
26704,8862,290,8,401.7
26705,8863,831,7,370.18
26706,8863,638,7,250.1
26707,8864,958,6,38.94
26708,8865,419,8,319.83
26709,8865,1062,8,96.03
26710,8865,143,3,373.68
26711,8865,358,5,481.16
26712,8865,665,6,282.04
26713,8866,1296,4,142.22
26714,8866,189,2,331.57
26715,8866,1447,1,249.14
26716,8866,932,9,7.76
26717,8866,863,7,122.63
26718,8867,1031,8,85.03
26719,8867,585,3,443.6
26720,8868,1022,9,37.92
26721,8868,616,8,161.06
26722,8868,724,1,412.72
26723,8868,1246,4,22.55
26724,8869,184,2,288.98
26725,8870,216,2,272.77
26726,8871,54,8,325.21
26727,8872,1293,4,6.91
26728,8872,467,4,215.96
26729,8872,108,4,29.28
26730,8872,1244,10,38.98
26731,8872,490,7,8.02
26732,8873,1441,5,360.9
26733,8874,44,2,167.36
26734,8874,182,5,381.92
26735,8874,3,4,498.29
26736,8874,119,6,298.19
26737,8874,1238,8,131.55
26738,8875,170,4,230.13
26739,8876,545,6,406.22
26740,8877,1192,7,81.9
26741,8878,419,1,232.23
26742,8878,584,3,423.17
26743,8878,591,5,425.13
26744,8879,233,3,371.81
26745,8879,367,4,34.3
26746,8880,271,7,196.58
26747,8880,1460,2,91.12
26748,8880,317,1,168.37
26749,8881,876,10,131.49
26750,8881,1293,1,44.88
26751,8881,726,5,163.8
26752,8881,677,9,205.99
26753,8881,588,3,192.56
26754,8882,267,3,422.83
26755,8882,1409,8,331.17
26756,8882,1140,8,7.91
26757,8883,185,10,373.53
26758,8883,311,3,161.06
26759,8884,211,2,313.59
26760,8884,846,9,433.39
26761,8884,353,10,179.34
26762,8884,229,1,381.36
26763,8885,1464,3,48.99
26764,8885,91,3,64.51
26765,8885,326,8,126.26
26766,8886,1064,9,52.35
26767,8886,695,5,316.85
26768,8886,964,2,48.76
26769,8886,405,2,232.11
26770,8886,1444,5,93.65
26771,8887,905,2,363.89
26772,8888,387,10,284.56
26773,8889,654,3,418.03
26774,8889,167,1,143.48
26775,8889,474,3,287.54
26776,8889,721,3,426.64
26777,8890,99,4,355.43
26778,8890,943,4,41.3
26779,8891,686,5,54.14
26780,8891,450,6,374.32
26781,8892,1196,5,72.44
26782,8892,633,9,322.54
26783,8892,680,6,468.08
26784,8892,1434,7,382.32
26785,8893,388,2,344.02
26786,8893,1124,7,421.43
26787,8894,268,9,461.89
26788,8895,235,10,470.5
26789,8895,88,1,226.18
26790,8895,705,5,484.35
26791,8895,813,3,68.74
26792,8895,893,8,129.97
26793,8896,1296,5,8.47
26794,8896,338,6,263.52
26795,8896,1066,6,481.82
26796,8897,1316,10,293.97
26797,8897,659,5,83.79
26798,8897,1135,6,367.38
26799,8897,399,4,437.77
26800,8898,1126,6,90.1
26801,8898,1237,8,344.93
26802,8898,1080,6,60.7
26803,8898,1163,4,128.94
26804,8899,1465,5,247.18
26805,8899,407,6,121.49
26806,8899,1255,10,366.4
26807,8900,933,9,203.74
26808,8900,1215,4,150.36
26809,8900,918,8,189.41
26810,8900,613,8,133.17
26811,8900,1099,1,354.69
26812,8901,171,4,461.52
26813,8901,743,4,407.08
26814,8901,584,1,63.13
26815,8901,793,5,459.38
26816,8901,1413,9,383.86
26817,8902,1034,1,480.17
26818,8902,374,5,184.12
26819,8902,629,2,186.36
26820,8903,1328,5,489.6
26821,8903,618,4,363.27
26822,8903,581,4,375.38
26823,8904,1136,3,340.58
26824,8904,249,8,480.69
26825,8905,806,8,403.06
26826,8905,831,2,370.55
26827,8905,1212,4,466.65
26828,8905,181,2,221.24
26829,8905,943,6,441.86
26830,8906,1026,2,398.11
26831,8906,654,10,316.11
26832,8906,1260,9,9.96
26833,8906,590,10,371.41
26834,8906,1384,6,103.48
26835,8907,764,8,292.94
26836,8907,1433,8,138.16
26837,8908,410,2,23.7
26838,8908,768,1,198.55
26839,8908,1470,3,155.79
26840,8908,806,10,420.13
26841,8909,333,2,10.52
26842,8910,1371,6,418.23
26843,8910,333,10,319.33
26844,8910,465,5,12.2
26845,8910,322,3,314.35
26846,8910,1202,6,498.14
26847,8911,889,5,133.76
26848,8911,288,9,350.97
26849,8911,1355,6,138.2
26850,8911,506,3,83.86
26851,8912,911,5,184.82
26852,8912,1100,1,18.41
26853,8912,6,1,95.14
26854,8912,1011,7,59.48
26855,8913,1055,9,226.4
26856,8913,872,9,446.73
26857,8913,349,2,262.19
26858,8913,85,6,446.41
26859,8913,805,4,171.82
26860,8914,69,4,182.17
26861,8914,957,9,199.22
26862,8914,1459,10,477.56
26863,8914,1116,1,376.48
26864,8915,116,8,289.34
26865,8916,741,6,366.98
26866,8916,535,4,394.96
26867,8916,893,5,410.08
26868,8917,453,10,121.13
26869,8917,1372,1,265.01
26870,8918,608,4,497.3
26871,8919,1216,3,115.57
26872,8919,481,4,428.65
26873,8919,1377,5,127.64
26874,8920,1071,6,9.87
26875,8920,248,8,158.28
26876,8920,211,4,157.05
26877,8920,344,7,332.76
26878,8920,712,3,16.08
26879,8921,1283,4,258.58
26880,8921,1102,6,481.15
26881,8921,1487,10,190.2
26882,8922,1047,3,478.83
26883,8922,1319,1,172.47
26884,8922,1106,10,22.43
26885,8922,959,3,392.76
26886,8922,237,9,232.54
26887,8923,145,9,439.72
26888,8924,1015,10,308.26
26889,8925,790,8,9.08
26890,8925,549,4,476.55
26891,8926,1456,5,219.26
26892,8926,211,5,238.8
26893,8927,1268,6,143.55
26894,8927,1452,3,63.85
26895,8927,139,2,323.27
26896,8927,681,7,366.45
26897,8927,115,2,212.58
26898,8928,413,4,226.18
26899,8928,1107,10,69.21
26900,8929,783,9,108.84
26901,8929,813,2,84.33
26902,8929,1264,6,283.94
26903,8929,1443,5,89.62
26904,8930,1334,10,391.03
26905,8930,1354,3,377.15
26906,8930,1101,7,317.36
26907,8930,311,3,458.12
26908,8930,557,8,163.06
26909,8931,165,4,36.39
26910,8931,1030,7,200.36
26911,8931,1004,4,465.69
26912,8931,539,10,441.03
26913,8932,267,10,95.99
26914,8932,384,7,192.5
26915,8932,782,4,37.31
26916,8932,309,7,236.24
26917,8932,916,10,361.48
